Id,durationOfStay,gender,Age,kids,destinationCode,AcomType
1013932,4,M,39,1,IT,Apt
1002037,2,M,49,0,DK,Apt
1011472,5,M,,0,,Apt
1011709,2,F,43,,UK,Hotel
1002600,4,M,36,1,DK,Apt
1011328,5,F,52,,DK,Apt
1003054,4,M,38,1,UK,Apt
1005961,5,F,45,0,DK,Hotel
1013004,2,M,39,0,DK,Hotel
1012195,5,M,43,1,FI,Hotel
1013673,3,M,49,0,ES,Apt
1004997,3,M,34,0,NL,Hotel
1001285,6,F,33,0,NL,Apt
1013796,4,F,35,1,UK,Hotel
1003716,4,F,38,1,NL,Hotel
1006113,8,M,37,,,Apt
1013531,5,F,38,1,,Hotel
1004990,4,F,42,0,UK,Apt
1011149,2,F,35,0,IT,Hotel
1005833,5,M,48,0,,Hotel
1007235,3,M,49,0,BE,Apt
1004869,6,F,32,1,UK,Hotel
1008819,2,F,40,1,FI,Hotel
1011164,1,F,41,0,IT,Hotel
1011280,3,M,42,1,FI,Hotel
1003690,1,F,33,0,UK,Apt
1013032,5,M,33,1,NL,Apt
1005314,4,F,31,0,BE,Apt
1001918,5,F,46,0,,Hotel
1012690,4,F,46,1,ES,Apt
1000037,4,F,40,0,FI,Hotel
1011496,6,F,40,0,IT,Apt
1008411,3,M,38,0,UK,Hotel
1004298,5,F,41,1,,Apt
1006993,2,M,38,1,SE,Apt
1001702,4,F,41,0,,Hotel
1001858,2,F,44,1,,Apt
1006681,4,F,29,1,IT,Hotel
1006069,3,M,46,1,NL,Hotel
1006663,3,F,48,,ES,Hotel
1004139,2,M,44,,BE,Hotel
1003079,7,F,34,1,NL,Hotel
1007945,2,M,40,0,DK,Hotel
1007870,4,F,36,,ES,Hotel
1000264,2,M,41,0,ES,Apt
1007745,1,M,,1,FI,Hotel
1010475,7,M,35,1,NL,Apt
1012119,3,M,,0,IT,Hotel
1003685,3,M,40,1,BE,Apt
1001141,7,F,,1,FI,Hotel
1007832,3,F,44,1,NL,Apt
1008332,2,M,32,1,IT,Apt
1013347,3,F,45,0,SE,Hotel
1004998,3,M,36,,BE,Apt
1003022,5,F,40,1,DK,Hotel
1001343,3,M,52,0,IT,Apt
1010484,5,M,40,,ES,Hotel
1000005,3,F,38,1,BE,Hotel
1013530,1,M,35,0,ES,Hotel
1002998,4,M,44,,BE,Hotel
1004675,3,F,43,1,NL,Apt
1005032,5,F,43,0,NL,Hotel
1003567,2,M,42,1,BE,Hotel
1002154,7,F,44,1,SE,Apt
1005449,3,M,32,0,UK,Hotel
1011840,7,M,45,0,IT,Apt
1008048,4,M,45,0,IT,Apt
1009182,6,F,42,1,UK,Apt
1010971,2,M,37,1,BE,Apt
1013576,3,M,46,1,,Hotel
1011362,2,M,38,,DK,Apt
1003274,4,M,41,,FI,Hotel
1001317,2,M,39,1,ES,Apt
1002329,4,M,38,1,DK,Hotel
1000528,2,F,48,0,BE,Hotel
1010420,6,F,43,0,,Hotel
1006964,3,M,42,1,IT,Hotel
1013120,4,F,45,0,ES,Hotel
1013857,4,F,52,0,UK,Hotel
1013484,4,M,,1,IT,Apt
1003172,4,M,47,1,IT,Hotel
1006598,4,M,45,1,ES,Hotel
1013086,6,M,45,1,,Hotel
1004691,5,F,42,0,FI,Hotel
1003318,2,M,49,0,NL,Apt
1001414,4,M,,,ES,Apt
1001537,4,M,43,0,BE,Apt
1012711,2,F,42,0,,Hotel
1011956,6,M,38,,IT,Hotel
1012385,7,M,44,1,SE,Hotel
1011922,6,F,39,,DK,Apt
1002752,4,F,35,0,FI,Apt
1010157,3,F,33,0,BE,Apt
1006017,3,M,37,0,DK,Hotel
1008818,3,F,36,0,ES,Apt
1005439,3,M,37,1,IT,Apt
1010749,6,F,42,0,NL,Hotel
1001910,4,F,30,1,UK,Apt
1010026,3,F,42,1,BE,Hotel
1009650,4,F,34,1,NL,Hotel
1010168,5,F,33,,,Hotel
1011724,4,F,44,,ES,Apt
1011789,5,M,44,0,UK,Apt
1008080,2,F,,1,DK,Hotel
1004424,5,F,44,1,FI,Apt
1012450,4,F,40,0,IT,Apt
1002988,3,M,40,0,ES,Hotel
1001367,4,M,49,1,NL,Apt
1007724,5,F,32,1,SE,Hotel
1003961,9,M,46,0,UK,Apt
1008106,3,F,45,1,FI,Apt
1012514,6,F,40,,FI,Apt
1003106,5,M,43,0,ES,Apt
1013159,8,M,39,0,ES,Hotel
1004779,4,F,43,0,UK,Hotel
1005285,5,M,47,0,FI,Hotel
1000100,4,F,41,0,NL,Hotel
1005088,5,M,48,,FI,Hotel
1009318,4,M,44,0,IT,Apt
1003080,3,F,42,,FI,Hotel
1004690,2,M,43,1,SE,Apt
1001977,6,F,35,0,DK,Apt
1003574,4,F,44,1,NL,Apt
1000783,4,F,43,1,UK,Apt
1011070,3,M,35,1,FI,Apt
1004535,4,F,44,0,BE,Hotel
1009509,3,M,39,1,SE,Apt
1009831,6,F,49,0,DK,Hotel
1002119,4,M,42,1,DK,Hotel
1008452,2,F,44,1,ES,Hotel
1007817,4,M,45,1,FI,Hotel
1007853,5,M,45,,UK,Apt
1010660,6,F,,0,BE,Hotel
1003932,5,M,44,0,FI,Apt
1009569,6,M,39,0,BE,Hotel
1006134,4,F,,1,UK,Hotel
1004027,2,F,34,0,IT,Apt
1008030,4,M,45,,SE,Hotel
1012754,6,F,42,1,UK,Apt
1013350,3,M,39,1,FI,Apt
1011740,8,F,,0,ES,Apt
1000500,2,F,40,0,UK,Apt
1000523,6,F,37,0,UK,Apt
1005592,4,M,44,0,DK,Apt
1012000,4,M,33,0,NL,Hotel
1003801,3,M,,,DK,Hotel
1003647,4,M,39,0,DK,Hotel
1003486,6,F,39,0,ES,Hotel
1005971,4,M,,1,ES,Apt
1000266,2,M,34,0,SE,Hotel
1011127,5,F,40,1,ES,Hotel
1007391,6,M,34,,SE,Apt
1010453,4,F,50,,SE,Hotel
1008233,4,F,34,1,FI,Hotel
1013869,4,F,42,1,BE,Apt
1011232,6,M,37,0,SE,Hotel
1001373,5,F,42,1,NL,Apt
1004619,9,F,50,0,NL,Hotel
1012045,4,F,42,1,NL,Apt
1010266,1,F,40,0,FI,Hotel
1010676,2,M,,0,IT,Hotel
1003705,4,M,46,0,ES,Apt
1011445,3,F,35,0,SE,Apt
1005550,4,F,38,,IT,Hotel
1008669,4,M,40,0,FI,Hotel
1008755,5,F,43,1,NL,Apt
1013220,2,F,34,0,BE,Apt
1004325,3,F,,0,FI,Apt
1002831,6,M,39,,FI,Apt
1009120,3,F,46,1,SE,Apt
1013786,5,F,37,0,DK,Apt
1010949,5,M,47,1,BE,Hotel
1001620,5,F,35,1,NL,Hotel
1004932,5,F,34,0,NL,Apt
1001173,2,M,54,0,UK,Apt
1010857,7,M,38,0,ES,Apt
1002143,4,M,43,1,IT,Hotel
1002283,4,M,36,,DK,Hotel
1007192,4,F,42,1,ES,Apt
1005626,4,F,45,0,IT,Hotel
1011561,6,F,42,1,BE,Apt
1008260,8,F,46,0,SE,Hotel
1004855,5,F,38,1,SE,Hotel
1008448,7,F,46,1,SE,Hotel
1012947,1,F,39,0,ES,Apt
1001205,4,F,44,0,,Hotel
1010352,6,F,,,IT,Hotel
1006655,3,M,38,1,BE,Apt
1007931,3,F,36,,UK,Hotel
1001323,3,M,38,1,BE,Apt
1008554,6,M,37,0,BE,Hotel
1001404,4,M,44,1,,Hotel
1004406,4,F,41,0,NL,Hotel
1002952,4,M,,0,NL,Apt
1009471,5,M,42,0,DK,Apt
1000764,2,M,41,1,,Hotel
1011062,7,M,41,0,SE,Apt
1004842,1,M,45,1,BE,Hotel
1002754,3,M,47,1,SE,Hotel
1007287,3,M,35,1,FI,Apt
1006775,4,M,44,0,NL,Apt
1002701,1,F,51,1,IT,Apt
1013505,4,F,,0,UK,Hotel
1004914,4,M,38,,,Hotel
1008085,5,F,,1,NL,Hotel
1011307,5,F,43,1,BE,Hotel
1001075,3,F,35,1,DK,Hotel
1005759,2,M,33,1,NL,Apt
1013237,5,M,,0,BE,Hotel
1001567,3,M,43,1,IT,Hotel
1012886,1,F,36,0,SE,Hotel
1008883,5,F,35,1,IT,Hotel
1007837,5,F,35,0,ES,Apt
1009110,6,M,39,1,BE,Hotel
1012693,1,F,40,1,DK,Apt
1010095,2,F,47,1,SE,Apt
1006098,4,F,42,,UK,Hotel
1011761,5,M,,,FI,Hotel
1009617,5,M,35,0,BE,Hotel
1001403,3,M,42,0,FI,Apt
1003384,3,F,34,1,SE,Hotel
1013689,3,F,42,,SE,Hotel
1006146,5,F,,,IT,Apt
1005965,5,F,42,1,NL,Apt
1009418,4,M,37,0,ES,Hotel
1004086,3,M,39,1,DK,Apt
1014093,7,M,39,0,SE,Hotel
1004156,6,M,44,0,DK,Apt
1002843,2,F,49,0,BE,Hotel
1007663,4,F,39,1,NL,Hotel
1006992,6,M,30,0,UK,Hotel
1013566,6,F,44,0,NL,Hotel
1004297,4,F,,1,NL,Apt
1005486,2,M,30,0,IT,Hotel
1006432,1,F,52,0,ES,Hotel
1006033,3,F,27,,FI,Hotel
1001721,3,M,35,0,DK,Apt
1001117,7,F,39,1,SE,Hotel
1012998,3,F,,1,ES,Hotel
1003435,3,F,42,,NL,Hotel
1009528,5,M,43,,FI,Hotel
1004579,1,M,42,0,NL,Apt
1002505,3,F,41,,NL,Apt
1007699,6,M,45,,DK,Apt
1000411,3,F,32,0,FI,Apt
1007649,5,F,50,0,DK,Hotel
1013981,4,F,34,0,NL,Apt
1001022,3,F,,0,UK,Apt
1009365,4,F,37,,BE,Hotel
1008093,1,F,40,1,NL,Hotel
1000965,6,M,41,1,BE,Hotel
1010816,4,M,40,1,UK,Hotel
1010065,6,F,46,0,DK,Apt
1012106,4,F,36,0,NL,Apt
1005841,3,M,40,0,,Hotel
1001779,3,M,36,1,NL,Apt
1001023,3,M,44,1,FI,Apt
1000324,7,M,43,1,SE,Hotel
1001742,5,F,,1,NL,Apt
1007450,5,F,46,,FI,Apt
1007343,2,F,37,,IT,Apt
1000098,7,F,40,1,DK,Hotel
1000734,3,F,42,0,UK,Hotel
1000008,4,F,35,1,,Hotel
1003664,6,M,43,1,SE,Hotel
1010142,4,M,40,0,DK,Hotel
1003495,4,M,,1,ES,Hotel
1011674,3,F,40,0,NL,Apt
1009552,5,M,,1,FI,Apt
1001067,4,M,42,1,,Hotel
1000096,4,F,40,1,UK,Hotel
1011303,5,F,40,1,DK,Hotel
1004641,6,M,,0,DK,Hotel
1002064,3,M,39,1,NL,Apt
1003373,5,M,41,0,BE,Apt
1003799,6,M,42,1,UK,Hotel
1003082,4,F,31,0,,Hotel
1003520,4,F,49,0,ES,Hotel
1008970,4,F,37,1,NL,Hotel
1007412,1,F,41,1,,Apt
1003288,1,F,36,1,DK,Hotel
1011749,3,M,41,0,SE,Hotel
1010632,4,M,41,1,FI,Hotel
1005975,3,M,51,1,,Hotel
1007717,2,F,38,1,NL,Hotel
1006762,3,F,47,1,DK,Apt
1011069,7,M,35,0,UK,Hotel
1004081,5,M,47,1,IT,Hotel
1004599,5,M,39,1,ES,Apt
1008361,2,M,47,0,UK,Apt
1003200,3,F,42,0,BE,Hotel
1004734,4,F,39,1,UK,Hotel
1000163,3,F,45,1,IT,Apt
1012186,6,M,29,1,BE,Apt
1006034,4,M,33,1,BE,Hotel
1001299,1,F,41,1,SE,Apt
1004181,3,M,36,0,UK,Apt
1006546,5,F,46,1,,Apt
1005369,4,F,45,0,BE,Hotel
1010936,4,M,36,1,NL,Apt
1002066,5,M,45,0,UK,Apt
1007386,3,M,39,1,ES,Apt
1007216,8,M,40,0,,Hotel
1009608,4,M,44,0,IT,Apt
1008013,3,M,34,0,UK,Hotel
1009449,9,M,41,1,UK,Hotel
1011310,2,F,40,0,DK,Apt
1012332,5,M,42,,ES,Hotel
1007212,2,F,36,0,NL,Apt
1013971,5,F,40,1,UK,Hotel
1004401,4,F,34,1,DK,Hotel
1012480,4,M,41,1,FI,Hotel
1001017,5,F,50,1,FI,Apt
1000291,4,M,47,0,UK,Apt
1013266,4,M,39,1,NL,Apt
1000708,4,F,,0,ES,Apt
1005137,2,M,43,1,UK,Hotel
1005429,4,F,40,0,SE,Apt
1011205,8,F,40,0,ES,Apt
1011338,4,M,31,1,FI,Apt
1010139,5,M,43,0,BE,Apt
1013884,7,F,,0,SE,Apt
1001004,2,F,44,0,DK,Hotel
1012134,7,F,45,,SE,Apt
1007577,6,M,43,0,BE,Apt
1010519,5,F,39,1,BE,Hotel
1013261,3,F,52,1,NL,Hotel
1009107,5,F,,0,,Apt
1005792,7,F,47,0,ES,Hotel
1009878,2,F,37,1,NL,Hotel
1006728,4,F,50,1,,Hotel
1000069,4,M,48,1,IT,Hotel
1007726,4,M,34,1,IT,Apt
1008051,8,F,30,0,BE,Hotel
1010111,1,F,51,0,BE,Hotel
1003720,7,F,46,0,IT,Hotel
1006892,3,F,38,1,FI,Hotel
1002356,2,M,51,1,DK,Hotel
1006173,3,M,35,0,DK,Hotel
1005566,4,M,47,1,DK,Hotel
1013124,5,M,43,0,SE,Apt
1006567,4,M,48,1,DK,Hotel
1007010,6,M,41,1,,Hotel
1008072,4,M,48,1,FI,Hotel
1002390,4,M,42,,NL,Apt
1012683,2,M,,1,NL,Apt
1000966,7,M,43,0,FI,Apt
1002277,3,M,42,1,NL,Hotel
1008253,5,F,47,1,ES,Apt
1005234,1,F,38,0,NL,Apt
1010045,4,M,41,0,,Apt
1004217,2,F,48,0,DK,Hotel
1007586,2,F,45,0,FI,Hotel
1009001,4,F,36,1,DK,Hotel
1002663,4,M,44,0,FI,Apt
1010434,3,M,,1,UK,Hotel
1011329,3,F,28,0,SE,Apt
1003189,5,M,46,1,SE,Apt
1001401,7,M,47,1,NL,Hotel
1002246,4,M,40,1,IT,Apt
1007031,4,F,,0,IT,Apt
1008927,3,F,40,0,DK,Apt
1006842,2,M,46,1,BE,Hotel
1009160,1,M,44,1,DK,Hotel
1005864,1,M,,1,UK,Apt
1013600,3,F,41,0,SE,Hotel
1004708,1,M,43,0,NL,Apt
1013830,7,M,37,,ES,Hotel
1007029,2,M,44,0,DK,Hotel
1002922,4,M,30,0,BE,Hotel
1001055,1,F,43,0,DK,Hotel
1013438,3,F,41,0,IT,Apt
1002358,3,M,42,1,SE,Hotel
1009063,4,F,,1,NL,Apt
1002274,7,F,30,,IT,Hotel
1005638,3,M,43,0,DK,Apt
1005327,4,F,37,1,BE,Hotel
1000774,3,M,42,1,BE,Hotel
1000677,4,M,40,,IT,Apt
1000544,4,M,42,0,FI,Hotel
1004765,3,M,,1,,Hotel
1008792,4,F,32,1,,Hotel
1010381,3,F,39,1,UK,Hotel
1013603,3,F,42,1,,Apt
1008953,4,M,33,,ES,Apt
1003787,7,F,,1,UK,Hotel
1002372,2,F,39,0,IT,Hotel
1011017,6,F,44,0,UK,Hotel
1013503,3,M,36,,SE,Apt
1000750,6,F,34,1,NL,Hotel
1005398,4,F,44,0,ES,Hotel
1005906,5,M,34,0,DK,Hotel
1009855,4,M,39,0,DK,Hotel
1003488,4,F,,1,FI,Apt
1003781,4,F,38,1,BE,Hotel
1007582,4,M,36,1,BE,Apt
1006751,7,M,29,1,NL,Hotel
1002531,4,F,43,1,NL,Apt
1012720,5,F,38,0,SE,Apt
1007765,5,M,39,1,,Hotel
1012146,4,F,35,0,SE,Apt
1006886,4,F,39,1,FI,Hotel
1004252,3,F,35,1,,Hotel
1002452,5,M,,0,DK,Apt
1000215,3,F,35,0,SE,Apt
1003947,5,F,43,1,ES,Apt
1011198,2,F,40,0,NL,Apt
1007775,3,F,44,1,FI,Apt
1012534,3,F,34,0,NL,Apt
1008640,2,M,37,,UK,Hotel
1003815,2,F,,1,NL,Apt
1010957,2,F,36,0,NL,Hotel
1005756,2,F,,0,ES,Hotel
1012829,3,F,46,0,DK,Hotel
1010644,3,M,47,1,NL,Hotel
1005462,2,M,32,0,SE,Hotel
1007608,3,M,41,,IT,Apt
1005709,2,F,40,1,ES,Hotel
1002397,5,M,35,0,NL,Hotel
1009050,2,F,37,0,,Hotel
1010796,2,F,41,0,UK,Hotel
1013099,8,M,42,1,FI,Hotel
1001831,2,F,35,0,ES,Apt
1002175,4,M,41,0,BE,Apt
1004731,2,M,40,0,IT,Hotel
1008757,5,F,36,0,BE,Apt
1012545,5,M,37,,SE,Apt
1006260,2,F,41,0,SE,Apt
1006969,1,F,45,1,NL,Apt
1008355,3,M,37,0,UK,Apt
1005558,6,F,29,0,SE,Hotel
1013114,4,F,42,0,BE,Hotel
1012551,6,M,44,0,NL,Apt
1011185,5,M,35,1,ES,Apt
1014004,1,F,44,0,BE,Hotel
1009298,3,F,48,1,BE,Hotel
1005100,4,F,38,1,IT,Hotel
1003399,3,M,40,1,BE,Apt
1011441,6,F,41,0,IT,Apt
1005020,5,F,44,,UK,Apt
1002299,4,F,37,0,ES,Apt
1008042,3,M,38,1,ES,Apt
1013132,6,F,42,1,IT,Apt
1009095,2,F,45,0,FI,Hotel
1005662,3,F,51,0,DK,Hotel
1001092,8,M,53,1,SE,Apt
1004314,4,M,41,0,DK,Apt
1006079,3,F,39,0,UK,Apt
1002604,5,F,45,1,,Apt
1009954,4,F,38,,SE,Hotel
1006172,3,F,26,1,FI,Hotel
1010651,6,F,46,0,NL,Hotel
1001161,4,F,33,0,UK,Hotel
1000138,1,F,33,0,SE,Hotel
1001047,3,F,40,1,IT,Hotel
1000345,4,M,43,1,ES,Hotel
1008965,6,F,33,0,SE,Hotel
1010183,3,F,38,1,NL,Hotel
1013750,6,M,,0,DK,Hotel
1012157,2,M,38,1,SE,Apt
1011752,4,M,50,1,ES,Hotel
1010179,1,F,,0,DK,Apt
1001805,7,F,44,0,ES,Hotel
1013325,6,F,44,1,SE,Apt
1006659,2,M,41,1,NL,Hotel
1006706,5,M,29,1,FI,Apt
1006453,5,F,42,1,UK,Apt
1000587,2,M,37,1,SE,Apt
1007874,4,M,45,1,,Hotel
1011875,5,M,33,0,BE,Hotel
1007772,8,M,38,1,DK,Apt
1000655,4,M,34,0,ES,Hotel
1009914,6,F,47,0,IT,Hotel
1006418,1,M,35,0,FI,Hotel
1013838,4,F,40,0,DK,Hotel
1012248,2,M,,1,IT,Hotel
1010463,8,F,40,0,BE,Apt
1004772,5,F,42,0,,Hotel
1012312,1,F,41,,ES,Apt
1003965,6,M,52,1,IT,Hotel
1005434,2,M,46,1,BE,Hotel
1003162,2,M,40,1,DK,Apt
1008342,5,M,38,1,IT,Apt
1006946,2,M,,0,ES,Hotel
1010373,4,M,34,1,BE,Apt
1013324,1,M,39,1,FI,Apt
1003578,9,F,40,0,SE,Apt
1008814,2,M,39,0,BE,Apt
1010843,1,M,41,,NL,Hotel
1013523,3,M,39,1,DK,Apt
1009854,3,M,39,1,IT,Apt
1006088,4,F,31,1,UK,Hotel
1001270,2,M,45,0,SE,Apt
1010524,5,F,39,0,UK,Apt
1013629,4,M,38,0,BE,Hotel
1007470,6,M,,1,BE,Hotel
1001632,3,F,41,0,FI,Hotel
1010451,2,F,40,1,UK,Hotel
1002886,2,F,37,1,IT,Hotel
1001061,1,M,,0,NL,Hotel
1012618,3,F,38,1,DK,Hotel
1012532,3,M,42,1,FI,Hotel
1000743,7,M,45,0,SE,Apt
1009157,5,M,,1,BE,Hotel
1012865,3,M,46,1,,Apt
1012210,3,M,,1,BE,Apt
1000993,3,F,36,0,BE,Apt
1006507,4,M,47,1,DK,Hotel
1011456,1,M,38,0,SE,Hotel
1012278,5,F,33,0,IT,Apt
1001737,8,F,35,1,DK,Hotel
1000717,8,M,38,1,UK,Apt
1002538,4,M,,1,,Hotel
1006323,3,F,48,,BE,Hotel
1009647,6,M,35,0,BE,Hotel
1003663,2,F,31,0,SE,Apt
1000197,2,F,39,0,,Hotel
1009336,6,F,46,0,NL,Hotel
1008861,8,M,44,0,BE,Hotel
1001627,5,F,41,1,FI,Apt
1006366,1,F,37,0,FI,Apt
1013039,6,F,43,0,ES,Hotel
1007947,3,F,40,1,ES,Hotel
1007783,2,M,44,1,,Hotel
1005603,2,M,43,1,IT,Hotel
1001835,7,M,43,0,NL,Hotel
1001794,4,F,38,0,NL,Apt
1005793,2,M,42,0,IT,Apt
1009224,3,F,40,0,BE,Hotel
1000317,4,F,35,1,FI,Hotel
1003938,3,M,36,1,,Apt
1003133,3,F,40,0,BE,Apt
1009170,1,M,37,0,,Hotel
1008717,2,M,42,0,SE,Apt
1000626,5,F,41,0,SE,Hotel
1013082,5,F,36,1,FI,Hotel
1003769,8,M,50,0,DK,Apt
1004080,6,F,40,0,IT,Hotel
1006454,3,M,47,1,NL,Hotel
1007557,4,F,50,0,NL,Hotel
1011753,3,F,38,0,ES,Apt
1009193,5,F,,1,IT,Hotel
1005130,6,M,39,0,,Hotel
1007058,4,M,44,1,BE,Hotel
1001539,2,F,42,0,ES,Hotel
1006060,2,M,41,1,IT,Apt
1009625,5,M,38,0,IT,Hotel
1010570,6,M,,0,BE,Hotel
1009950,5,M,47,0,SE,Hotel
1001871,2,M,50,1,DK,Hotel
1002069,6,F,40,0,IT,Apt
1007372,3,M,43,,FI,Apt
1009089,1,F,,0,DK,Hotel
1012576,3,M,,1,NL,Apt
1005942,3,F,41,1,,Apt
1012849,3,F,31,0,NL,Apt
1000360,4,F,41,0,,Hotel
1002345,3,F,44,1,FI,Hotel
1006671,5,F,35,0,SE,Apt
1005818,1,F,36,0,UK,Apt
1012920,4,M,43,0,UK,Apt
1002495,4,F,34,0,,Apt
1005895,7,M,41,0,SE,Apt
1013955,3,F,41,0,BE,Hotel
1003908,3,F,39,0,ES,Hotel
1013481,5,F,35,0,FI,Apt
1002441,5,F,42,1,SE,Apt
1010835,3,F,40,0,BE,Apt
1002935,2,F,37,1,BE,Hotel
1006003,5,M,,0,SE,Hotel
1001734,5,F,43,0,UK,Apt
1011174,2,M,45,1,,Apt
1001369,4,F,36,0,SE,Apt
1005186,6,F,45,1,FI,Apt
1003145,2,M,34,1,BE,Apt
1013931,2,F,36,0,NL,Apt
1005213,2,F,51,1,SE,Apt
1009345,5,F,33,1,BE,Hotel
1004717,4,F,46,1,,Apt
1007703,2,M,45,0,,Apt
1003287,1,F,43,0,NL,Hotel
1005728,5,M,30,0,UK,Hotel
1007515,5,M,49,0,SE,Apt
1004856,7,F,,1,NL,Apt
1006052,5,F,41,0,BE,Hotel
1000649,7,F,24,0,UK,Apt
1007987,8,F,33,1,SE,Hotel
1008055,1,F,39,1,IT,Hotel
1008197,2,M,33,1,DK,Apt
1013292,3,F,40,1,SE,Hotel
1000759,2,F,,1,,Hotel
1010713,5,F,44,1,BE,Apt
1006631,2,M,,1,IT,Apt
1013708,3,M,44,0,,Apt
1001613,2,M,39,,SE,Hotel
1007522,1,F,44,,,Hotel
1012193,2,M,48,0,FI,Apt
1006844,6,F,49,1,FI,Apt
1000143,4,F,,0,NL,Apt
1009269,3,F,42,0,DK,Hotel
1007328,5,M,33,0,ES,Hotel
1013284,9,F,33,0,IT,Apt
1012091,8,F,43,0,ES,Hotel
1011779,5,F,41,1,DK,Apt
1011462,2,M,39,1,UK,Hotel
1006199,4,M,38,0,NL,Hotel
1012474,7,F,45,0,NL,Hotel
1003658,2,M,40,0,BE,Hotel
1000737,5,F,46,0,FI,Hotel
1006336,6,F,38,1,FI,Hotel
1005767,8,M,41,0,ES,Hotel
1007267,6,M,44,0,ES,Apt
1006871,5,F,48,0,NL,Hotel
1013774,3,M,39,0,NL,Hotel
1014033,5,M,34,,NL,Apt
1002483,2,F,39,,DK,Apt
1008360,3,F,33,0,UK,Apt
1010881,2,M,43,0,SE,Apt
1000425,8,F,47,1,BE,Apt
1002291,5,F,42,1,FI,Apt
1006081,5,M,44,1,DK,Hotel
1012413,2,M,40,1,NL,Apt
1005377,1,F,35,1,IT,Hotel
1006014,2,F,33,,SE,Apt
1012594,3,F,37,1,SE,Hotel
1003621,2,M,45,0,DK,Apt
1013806,4,M,46,1,BE,Hotel
1008709,6,F,46,0,DK,Hotel
1005989,5,M,36,1,BE,Apt
1012147,4,M,36,1,BE,Apt
1000081,7,F,39,0,ES,Apt
1011083,1,M,41,1,,Hotel
1006215,4,F,36,1,SE,Hotel
1009788,3,F,29,1,IT,Hotel
1005668,6,M,,1,SE,Hotel
1002654,6,M,,0,NL,Apt
1000595,4,F,42,1,DK,Apt
1005562,3,F,40,0,DK,Apt
1006351,4,M,37,0,UK,Apt
1000125,5,F,28,1,,Hotel
1007986,4,F,45,1,ES,Apt
1007367,3,M,41,,FI,Hotel
1004225,3,F,34,0,DK,Hotel
1005079,3,M,37,1,FI,Hotel
1008457,2,F,,1,UK,Hotel
1000088,2,M,37,0,UK,Hotel
1001825,3,F,37,0,IT,Hotel
1000412,4,F,39,0,UK,Apt
1002252,5,M,39,0,DK,Hotel
1003181,5,M,37,1,IT,Apt
1002233,7,M,40,0,NL,Hotel
1006357,3,M,40,,BE,Hotel
1008851,3,F,45,1,IT,Apt
1008816,2,F,38,0,NL,Hotel
1003944,6,F,26,1,FI,Hotel
1012804,3,F,34,1,BE,Hotel
1000984,4,M,34,0,FI,Hotel
1012118,4,M,35,0,FI,Hotel
1005469,4,F,38,1,DK,Hotel
1007792,5,M,41,1,ES,Hotel
1013728,2,M,39,0,FI,Hotel
1011349,2,M,,0,BE,Hotel
1000032,5,F,46,1,FI,Apt
1011679,2,F,43,0,ES,Hotel
1005932,6,F,41,0,DK,Hotel
1003557,3,F,42,0,SE,Hotel
1012128,7,F,37,1,NL,Hotel
1004875,7,M,,,DK,Apt
1012142,3,M,39,1,ES,Apt
1012468,4,F,,1,UK,Apt
1013187,3,M,45,0,DK,Apt
1004891,2,M,34,0,,Hotel
1010504,5,F,43,1,UK,Apt
1004839,4,F,,,FI,Apt
1001252,4,M,43,1,ES,Hotel
1010288,2,F,34,,ES,Hotel
1006805,4,F,,1,UK,Hotel
1006800,4,M,37,,NL,Apt
1000189,4,M,,1,FI,Hotel
1011972,4,F,44,1,ES,Apt
1007365,4,F,38,1,SE,Hotel
1004786,1,M,37,0,FI,Hotel
1011806,3,F,,0,SE,Hotel
1013594,2,F,48,1,BE,Hotel
1012163,4,F,29,0,,Hotel
1006782,6,F,40,0,ES,Apt
1001454,6,M,45,1,UK,Hotel
1007601,5,F,33,1,ES,Hotel
1003747,4,M,40,1,FI,Apt
1007912,4,F,,1,UK,Apt
1002315,6,M,42,0,IT,Hotel
1001248,5,M,31,1,IT,Hotel
1005549,5,M,52,1,UK,Hotel
1007262,3,M,42,1,IT,Hotel
1011420,7,F,,1,FI,Hotel
1000056,3,F,35,1,UK,Hotel
1012940,3,F,45,1,FI,Apt
1004151,3,M,38,1,FI,Apt
1002784,2,M,46,1,BE,Hotel
1011906,3,M,32,1,FI,Hotel
1002391,3,M,46,0,FI,Apt
1007134,3,M,39,,NL,Hotel
1013043,4,M,,0,SE,Hotel
1005294,6,M,43,,,Apt
1007916,6,F,40,0,DK,Apt
1010671,5,M,,1,FI,Hotel
1010015,2,F,,,DK,Hotel
1010469,3,M,,0,DK,Apt
1007603,3,M,39,1,NL,Apt
1004627,6,M,43,0,BE,Apt
1002295,2,F,35,0,DK,Apt
1003985,6,M,46,,,Hotel
1001519,4,M,45,1,IT,Hotel
1007537,8,M,,0,DK,Hotel
1012518,7,F,,1,IT,Hotel
1007245,6,M,39,1,SE,Apt
1007609,4,F,34,,SE,Apt
1009807,3,M,,1,IT,Hotel
1000577,5,F,41,1,FI,Apt
1010004,6,F,32,1,NL,Hotel
1014072,6,M,47,1,DK,Hotel
1007164,6,F,41,1,FI,Apt
1011266,5,F,40,0,DK,Apt
1011964,5,F,35,1,IT,Hotel
1010846,5,F,41,,SE,Hotel
1004730,6,F,40,0,UK,Hotel
1005280,3,F,49,0,FI,Hotel
1009343,2,F,42,,DK,Apt
